,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
12252,173365,Methylococcaceae,Methylobacter tundripaludum,Methylobacter tundripaludum,Gram-negative,Non-pathogenic,52
12253,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12254,420953,Burkholderiaceae,Paraburkholderia megapolitana,Paraburkholderia megapolitana,Gram-negative,Potentially pathogenic,52
12255,176598,Xanthomonadaceae,Pseudoxanthomonas taiwanensis,Pseudoxanthomonas taiwanensis,Gram-negative,Potentially pathogenic,52
12256,158483,Enterobacteriaceae,Spe_in_Cedecea,Streptomyces cinereoruber,Gram-positive,Pathogenic,52
12257,45067,Legionellaceae,Legionella lansingensis,Legionella lansingensis,Gram-negative,Pathogenic,54
12258,621374,Burkholderiaceae,Pararobbsia alpina,Pararobbsia alpina,Gram-negative,Non-pathogenic,52
12259,28092,Burkholderiaceae,Robbsia andropogonis,Robbsia andropogonis,Gram-negative,Pathogenic,52
12260,1211383,Burkholderiaceae,Paraburkholderia dipogonis,Paraburkholderia dipogonis,Gram-negative,Potentially pathogenic,52
12261,37448,Comamonadaceae,Polaromonas vacuolata,Polaromonas vacuolata,Gram-negative,Non-pathogenic,52
12262,522889,Sphaerotilaceae,Sphaerotilus montanus,Sphaerotilus montanus,Gram-negative,Non-pathogenic,52
12263,80868,Comamonadaceae,Paracidovorax cattleyae,(unknown name),Gram-negative,Unknown,52
12264,191390,Pseudomonadaceae,Pseudomonas palleroniana,Pseudomonas palleroniana,Gram-negative,Potentially pathogenic,55
12265,80867,Comamonadaceae,Paracidovorax avenae,Paraclostridium bifermentans bifermentans,Gram-positive,Pathogenic,52
12266,1643323,Xanthomonadaceae,Lysobacter lacus,Lysobacter lacus,Gram-negative,Non-pathogenic,51
12267,1458426,Comamonadaceae,Serpentinimonas maccroryi,Serpentinimonas maccroryi,Gram-negative,Non-pathogenic,52
12268,2489173,Erythrobacteraceae,Alteraurantiacibacter aquimixticola,Alteraurantiacibacter aquimixticola,Gram-negative,Non-pathogenic,51
12269,2546446,Burkholderiaceae,Paraburkholderia guartelaensis,Paraburkholderia guartelaensis,Gram-negative,Potentially pathogenic,52
12270,273251,Burkholderiaceae,Paraburkholderia sabiae,Paraburkholderia sabiae,Gram-negative,Potentially pathogenic,52
12271,158877,Enterobacteriaceae,Yokenella regensburgei,Yokenella regensburgei,Gram-negative,Pathogenic,52
12272,261302,Burkholderiaceae,Paraburkholderia phytofirmans,Paraburkholderia phytofirmans,Gram-negative,Potentially pathogenic,52
12273,1912599,Burkholderiaceae,Paraburkholderia acidicola,Paraburkholderia acidicola,Gram-negative,Potentially pathogenic,52
12274,1176646,Sphingomonadaceae,Sphingomonas daechungensis,Sphingomonas daechungensis,Gram-negative,Potentially pathogenic,47
12275,343013,Comamonadaceae,Paenacidovorax caeni,Pseudomonas oleovorans lubricantis,Gram-negative,Pathogenic,52
12276,2035528,Erythrobacteraceae,Tsuneonella deserti,Tsuneonella deserti,Gram-negative,Non-pathogenic,51
12277,127458,Chromatiaceae,Thiobaca trueperi,Thiobaca trueperi,Gram-negative,Non-pathogenic,52
12278,416944,Burkholderiaceae,Paraburkholderia lycopersici,Paraburkholderia lycopersici,Gram-negative,Potentially pathogenic,52
12279,44013,Burkholderiaceae,Spe_in_Polynucleobacter,(unknown name),Gram-negative,Unknown,52
12280,2081032,Halomonadaceae,Phytohalomonas tamaricis,Phytohalomonas tamaricis,Gram-negative,Non-pathogenic,56
12281,266805,Microbulbiferaceae,Microbulbifer variabilis,Microbulbifer variabilis,Gram-negative,Non-pathogenic,55
12282,2576305,Comamonadaceae,Rhodoferax bucti,Rhodoferax bucti,Gram-negative,Non-pathogenic,52
12283,187400,Paracoccaceae,Paracoccus zeaxanthinifaciens,Paracoccus zeaxanthinifaciens,Gram-negative,Potentially pathogenic,51
12284,1680762,Ventosimonadaceae,Ventosimonas gracilis,Ventosimonas gracilis,Gram-negative,Non-pathogenic,55
12285,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12286,354,Pseudomonadaceae,Azotobacter vinelandii,Azotobacter vinelandii,Gram-negative,Non-pathogenic,55
12287,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12288,1938816,Burkholderiaceae,Polynucleobacter brandtiae,Polynucleobacter brandtiae,Gram-negative,Non-pathogenic,52
12289,1056807,Neisseriaceae,Morococcus cerebrosus,Morococcus cerebrosus,Gram-negative,Non-pathogenic,51
12290,1529639,Enterobacteriaceae,Mangrovibacter yixingensis,Mangrovibacter yixingensis,Gram-negative,Non-pathogenic,52
12291,2748011,Piscirickettsiaceae,Thiomicrorhabdus cannonii,Thiomicrorhabdus cannonii,Gram-negative,Non-pathogenic,50
12292,75697,Alcaligenaceae,Castellaniella defragrans,Castellaniella defragrans,Gram-negative,Non-pathogenic,52
12293,28252,Halomonadaceae,Halomonas halodenitrificans,Halomonas halodenitrificans,Gram-negative,Potentially pathogenic,56
12294,1720302,Xanthomonadaceae,Xanthomonas massiliensis,Haematobacter massiliensis,Gram-negative,Pathogenic,52
12295,1031594,Comamonadaceae,Extensimonas vulgaris,Extensimonas vulgaris,Gram-negative,Non-pathogenic,52
12296,1649295,Enterobacteriaceae,Spe_in_Franconibacter,(unknown name),Gram-negative,Unknown,52
12297,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12298,634127,Burkholderiaceae,Paraburkholderia heleia,Paraburkholderia heleia,Gram-negative,Potentially pathogenic,52
12299,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12300,386056,Burkholderiaceae,Paraburkholderia ferrariae,Paraburkholderia ferrariae,Gram-negative,Potentially pathogenic,52
12301,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12302,92647,Burkholderiaceae,Paraburkholderia tropica,Paraburkholderia tropica,Gram-negative,Potentially pathogenic,52
12303,2202418,Oceanospirillaceae,Marinomonas shanghaiensis,Marinomonas shanghaiensis,Gram-negative,Non-pathogenic,52
12304,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12305,65657,Comamonadaceae,Hydrogenophaga flava,Hydrogenophaga flava,Gram-negative,Non-pathogenic,52
12306,136843,Pseudomonadaceae,Spe_in_Pseudomonas fluorescens group,Pseudomonas fluorescens complex,Gram-negative,Pathogenic,55
12307,2593654,Pseudomonadaceae,Pseudomonas mangiferae,Pseudomonas mangiferae,Gram-negative,Potentially pathogenic,55
12308,592050,Comamonadaceae,Acidovorax soli,Acidovorax soli,Gram-negative,Potentially pathogenic,52
12309,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12310,2743470,Comamonadaceae,Comamonas antarctica,Nocardiopsis dassonvillei,Gram-positive,Pathogenic,52
12311,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12312,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12313,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12314,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12315,61597,Chromatiaceae,Thiocystis minor,Thiocystis minor,Gram-negative,Non-pathogenic,52
12316,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12317,42054,Halomonadaceae,Spe_in_Chromohalobacter,(unknown name),Gram-negative,Unknown,56
12318,69670,Caulobacteraceae,Brevundimonas halotolerans,Brevundimonas halotolerans,Gram-negative,Potentially pathogenic,48
12319,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12320,435289,Xanthomonadaceae,Lysobacter spongiicola,Lysobacter spongiicola,Gram-negative,Non-pathogenic,52
12321,1537524,Ectothiorhodospiraceae,Thiogranum longum,Thiogranum longum,Gram-negative,Non-pathogenic,52
12322,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12323,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12324,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12325,1255263,Xanthomonadaceae,Lysobacter panacisoli,Lysobacter panacisoli,Gram-negative,Non-pathogenic,52
12326,321895,Burkholderiaceae,Paraburkholderia silvatlantica,Paraburkholderia silvatlantica,Gram-negative,Potentially pathogenic,52
12327,488535,Marinobacteraceae,Marinobacter zhejiangensis,Marinobacter zhejiangensis,Gram-negative,Non-pathogenic,55
12328,1682490,Gallionellaceae,Ferrigenium kumadai,Ferrigenium kumadai,Gram-negative,Non-pathogenic,52
12329,28253,Oceanospirillaceae,Spe_in_Marinomonas,Streptococcus infantarius infantarius,Gram-positive,Pathogenic,52
12330,76758,Pseudomonadaceae,Pseudomonas orientalis,Pseudomonas orientalis,Gram-negative,Potentially pathogenic,55
12331,1563157,Pseudomonadaceae,Pseudomonas endophytica,Pseudomonas endophytica,Gram-negative,Potentially pathogenic,55
12332,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12333,2730413,Pseudomonadaceae,Pseudomonas pisciculturae,Pseudomonas pisciculturae,Gram-negative,Potentially pathogenic,55
12334,46679,Pseudomonadaceae,Pseudomonas mucidolens,Pseudomonas mucidolens,Gram-negative,Potentially pathogenic,55
12335,564714,Burkholderiaceae,Trinickia dabaoshanensis,Trinickia dabaoshanensis,Gram-negative,Non-pathogenic,52
12336,2842351,Pseudomonadaceae,Pseudomonas khavaziana,Pseudomonas khavaziana,Gram-negative,Potentially pathogenic,55
12337,657015,Alcaligenaceae,Pollutimonas harenae,Porphyromonas catoniae,Gram-negative,Pathogenic,52
12338,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12339,456,Legionellaceae,Legionella jordanis,Legionella jordanis,Gram-negative,Pathogenic,54
12340,445,Legionellaceae,Spe_in_Legionella,(unknown name),Gram-negative,Unknown,54
12341,551994,Methylophilaceae,Methylobacillus rhizosphaerae,Methylobacillus rhizosphaerae,Gram-negative,Non-pathogenic,52
12342,1081782,Burkholderiaceae,Paraburkholderia hiiakae,Paraburkholderia hiiakae,Gram-negative,Potentially pathogenic,52
12343,1330545,Enterobacteriaceae,Spe_in_Lelliottia,(unknown name),Gram-negative,Unknown,52
12344,Nil >77097,Halomonadaceae,Vreelandella aquamarina,Veillonella atypica,Gram-negative,Pathogenic,56
12345,1920168,Rhodanobacteraceae,Dyella solisilvae,Dyella solisilvae,Gram-negative,Potentially pathogenic,52
12346,Nil >1172368,Halomonadaceae,Vreelandella malpeensis,Veillonella montpellierensis,Gram-negative,Pathogenic,56
12347,1458425,Comamonadaceae,Serpentinimonas raichei,Serpentinimonas raichei,Gram-negative,Non-pathogenic,52
12348,2152888,Burkholderiaceae,Paraburkholderia agricolaris,Paraburkholderia agricolaris,Gram-negative,Potentially pathogenic,52
12349,1586242,Xanthomonadaceae,Luteimonas arsenica,Luteimonas arsenica,Gram-negative,Non-pathogenic,52
12350,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12351,2057004,Burkholderiaceae,Paraburkholderia azotifigens,Paraburkholderia azotifigens,Gram-negative,Potentially pathogenic,52
12352,1927959,Rhodanobacteraceae,Dyella choica,Dyella choica,Gram-negative,Potentially pathogenic,52
12353,2589080,Rhodanobacteraceae,Luteibacter pinisoli,Luteibacter pinisoli,Gram-negative,Potentially pathogenic,52
12354,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12355,2606681,Comamonadaceae,Ramlibacter lithotrophicus,Ramlibacter lithotrophicus,Gram-negative,Non-pathogenic,52
12356,683354,Alcaligenaceae,Candidimonas nitroreducens,Candidimonas nitroreducens,Gram-negative,Non-pathogenic,52
12357,134537,Burkholderiaceae,Paraburkholderia fungorum,Paraburkholderia fungorum,Gram-negative,Pathogenic,52
12358,1691903,Enterobacteriaceae,Mangrovibacter phragmitis,Mangrovibacter phragmitis,Gram-negative,Non-pathogenic,52
12359,180197,Comamonadaceae,Giesbergeria anulus,Giesbergeria anulus,Gram-negative,Non-pathogenic,52
12360,1247936,Burkholderiaceae,Paraburkholderia ribeironis,Paraburkholderia ribeironis,Gram-negative,Potentially pathogenic,52
12361,1970738,Orbaceae,Gilliamella apis,Gilliamella apis,Gram-negative,Non-pathogenic,51
12362,2293833,Pseudomonadaceae,Pseudomonas nabeulensis,Pseudomonas nabeulensis,Gram-negative,Potentially pathogenic,55
12363,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12364,1445505,Saccharospirillaceae,Gynuella sunshinyii,Gynuella sunshinyii,Gram-negative,Non-pathogenic,55
12365,203699,Alcaligenaceae,Derxia gummosa,Derxia gummosa,Gram-negative,Non-pathogenic,52
12366,129817,Pseudomonadaceae,Pseudomonas brenneri,Pseudomonas brenneri,Gram-negative,Potentially pathogenic,55
12367,580937,Burkholderiaceae,Paraburkholderia metrosideri,Paraburkholderia metrosideri,Gram-negative,Potentially pathogenic,52
12368,45060,Legionellaceae,Legionella donaldsonii,Legionella wadsworthii,Gram-negative,Pathogenic,54
12369,917,Nitrosomonadaceae,Nitrosomonas marina,Nitrosomonas marina,Gram-negative,Non-pathogenic,54
12370,2211104,Burkholderiaceae,Paraburkholderia lacunae,Paraburkholderia lacunae,Gram-negative,Potentially pathogenic,52
12371,2293832,Pseudomonadaceae,Pseudomonas kairouanensis,Pseudomonas kairouanensis,Gram-negative,Potentially pathogenic,55
12372,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12373,94132,Comamonadaceae,Ramlibacter tataouinensis,Ramlibacter tataouinensis,Gram-negative,Non-pathogenic,52
12374,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12375,624376,Burkholderiaceae,Paraburkholderia solisilvae,Paraburkholderia solisilvae,Gram-negative,Potentially pathogenic,52
12376,Nil >376427,Halomonadaceae,Billgrantia gudaonensis,Bacillus thuringiensis thuringiensis,Gram-positive,Pathogenic,56
12377,1330547,Enterobacteriaceae,Spe_in_Kosakonia,(unknown name),Gram-negative,Unknown,52
12378,755169,Methylophilaceae,Methylobacillus gramineus,Methylobacillus gramineus,Gram-negative,Non-pathogenic,52
12379,1560201,Erwiniaceae,Winslowiella iniecta,(unknown name),Gram-negative,Unknown,52
12380,1763535,Comamonadaceae,Hydrogenophaga crassostreae,Hydrogenophaga crassostreae,Gram-negative,Non-pathogenic,52
12381,451513,Enterobacteriaceae,Mangrovibacter plantisponsor,Mangrovibacter plantisponsor,Gram-negative,Non-pathogenic,52
12382,392320,Burkholderiaceae,Paraburkholderia nodosa,Paraburkholderia nodosa,Gram-negative,Potentially pathogenic,52
12383,1615673,Pseudomonadaceae,Pseudomonas paralactis,Pseudomonas paralactis,Gram-negative,Potentially pathogenic,55
12384,211502,Neisseriaceae,Conchiformibius kuhniae,Conchiformibius kuhniae,Gram-negative,Non-pathogenic,51
12385,1389922,Alcaligenaceae,Achromobacter mucicolens,Achromobacter mucicolens,Gram-negative,Pathogenic,52
12386,2686016,Zoogloeaceae,Cognatazoarcus halotolerans,Cognatazoarcus halotolerans,Gram-negative,Non-pathogenic,52
12387,159450,Burkholderiaceae,Paraburkholderia sacchari,Paraburkholderia sacchari,Gram-negative,Potentially pathogenic,52
12388,1855894,Burkholderiaceae,Polynucleobacter finlandensis,Polynucleobacter finlandensis,Gram-negative,Non-pathogenic,52
12389,930118,Marinobacteraceae,Marinobacter persicus,Marinobacter persicus,Gram-negative,Non-pathogenic,55
12390,566,Enterobacteriaceae,Pseudescherichia vulneris,Pseudescherichia vulneris,Gram-negative,Pathogenic,52
12391,2819280,Ectothiorhodospiraceae,Acidihalobacter yilgarnensis,Acidihalobacter yilgarnensis,Gram-negative,Non-pathogenic,52
12392,2812000,Pseudomonadaceae,Pseudomonas hygromyciniae,Pseudomonas stutzeri,Gram-negative,Pathogenic,55
12393,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12394,39650,Cellvibrionaceae,Cellvibrio mixtus,Cellvibrio mixtus,Gram-negative,Non-pathogenic,55
12395,443615,Xanthomonadaceae,Pseudoxanthomonas sacheonensis,Pseudoxanthomonas sacheonensis,Gram-negative,Potentially pathogenic,52
12396,381300,Thiohalospiraceae,Thiohalospira halophila,Thiohalospira halophila,Gram-negative,Non-pathogenic,52
12397,2861782,Burkholderiaceae,Paraburkholderia edwinii,Robbsia andropogonis,Gram-negative,Pathogenic,52
12398,31910,Halomonadaceae,Halovibrio variabilis,Halovibrio variabilis,Gram-negative,Non-pathogenic,56
12399,265291,Comamonadaceae,Comamonas badia,Comamonas badia,Gram-negative,Potentially pathogenic,52
12400,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12401,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12402,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12403,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12404,2842353,Pseudomonadaceae,Pseudomonas ekonensis,Pseudomonas ekonensis,Gram-negative,Potentially pathogenic,55
12405,2745498,Pseudomonadaceae,Pseudomonas zarinae,Pseudomonas zarinae,Gram-negative,Potentially pathogenic,55
12406,198616,Pseudomonadaceae,Pseudomonas jinjuensis,Pseudomonas jinjuensis,Gram-negative,Potentially pathogenic,55
12407,204286,Halomonadaceae,Spe_in_Cobetia,Streptomyces cinereoruber,Gram-positive,Pathogenic,56
12408,187868,Comamonadaceae,Paracidovorax valerianellae,Acidovorax valerianellae,Gram-negative,Potentially pathogenic,52
12409,231454,Rhodanobacteraceae,Spe_in_Dyella,(unknown name),Gram-negative,Unknown,52
12410,28066,Comamonadaceae,Rhodoferax fermentans,Rhodoferax fermentans,Gram-negative,Non-pathogenic,52
12411,494016,Microbulbiferaceae,Microbulbifer donghaiensis,Microbulbifer donghaiensis,Gram-negative,Non-pathogenic,55
12412,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,52
12413,1849582,Rhodanobacteraceae,Dyella mobilis,Dyella mobilis,Gram-negative,Potentially pathogenic,52
12414,1034944,Legionellaceae,Legionella tunisiensis,Legionella tunisiensis,Gram-negative,Potentially pathogenic,54
12415,1432792,Methylococcaceae,Methylocaldum marinum,Methylocaldum marinum,Gram-negative,Non-pathogenic,52
12416,1701573,Burkholderiaceae,Paraburkholderia piptadeniae,Paraburkholderia piptadeniae,Gram-negative,Potentially pathogenic,52
12417,1765967,Ectothiorhodospiraceae,Acidihalobacter ferrooxydans,Acidihalobacter ferrooxydans,Gram-negative,Non-pathogenic,51
12418,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12419,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12420,2219559,Rhodanobacteraceae,Frateuria defendens,Frateuria defendens,Gram-negative,Non-pathogenic,52
12421,96344,Burkholderiaceae,Cupriavidus oxalaticus,Cupriavidus oxalaticus,Gram-negative,Potentially pathogenic,52
12422,1855586,Burkholderiaceae,Polynucleobacter hallstattensis,Polynucleobacter hallstattensis,Gram-negative,Non-pathogenic,52
12423,428993,Xanthomonadaceae,Pseudoxanthomonas indica,Pseudoxanthomonas indica,Gram-negative,Potentially pathogenic,52
12424,1188319,Gallionellaceae,Ferriphaselus amnicola,Ferriphaselus amnicola,Gram-negative,Non-pathogenic,52
12425,667676,Burkholderiaceae,Paraburkholderia diazotrophica,Paraburkholderia diazotrophica,Gram-negative,Potentially pathogenic,52
12426,2792603,Ectothiorhodospiraceae,Acidihalobacter aeolianus,Acidihalobacter aeolianus,Gram-negative,Non-pathogenic,52
